index,answer,rand,rand_s,ent,ent_s,pos,pos_s
5620,unbox,6,1,5,1,5,1
5621,jaime,4,1,4,1,4,1
5622,ungum,4,1,4,1,4,1
5623,oakum,4,1,4,1,4,1
5624,shiel,4,1,4,1,4,1
5625,pests,4,1,7,0,7,0
5626,cloof,4,1,4,1,4,1
5627,girsh,4,1,4,1,4,1
5628,faurd,4,1,5,1,5,1
5629,uparm,5,1,4,1,5,1
5630,weary,5,1,5,1,5,1
5631,kraft,4,1,4,1,4,1
5632,tamul,5,1,3,1,3,1
5633,blats,4,1,6,1,6,1
5634,frosh,3,1,5,1,5,1
5635,isthm,4,1,4,1,4,1
5636,solod,3,1,3,1,3,1
5637,phoby,5,1,4,1,4,1
5638,knaps,4,1,5,1,5,1
5639,habus,6,1,5,1,5,1
5640,cadee,5,1,5,1,5,1
5641,drogh,6,1,6,1,6,1
5642,boned,6,1,5,1,5,1
5643,lusty,3,1,4,1,4,1
5644,booky,5,1,6,1,6,1
5645,whank,5,1,4,1,4,1
5646,orlet,3,1,3,1,3,1
5647,rawer,7,0,6,1,6,1
5648,yunca,4,1,4,1,4,1
5649,rolls,3,1,3,1,3,1
5650,potsy,4,1,4,1,4,1
5651,spaik,4,1,4,1,4,1
5652,benin,5,1,5,1,5,1
5653,ascan,3,1,3,1,3,1
5654,pluto,4,1,4,1,4,1
5655,navar,3,1,4,1,4,1
5656,spewy,5,1,4,1,4,1
5657,frons,3,1,3,1,3,1
5658,pulas,5,1,3,1,4,1
5659,drury,4,1,5,1,4,1
5660,lathi,3,1,3,1,3,1
5661,jolly,12,0,9,0,9,0
5662,shuck,4,1,4,1,4,1
5663,tyste,4,1,4,1,4,1
5664,razer,5,1,5,1,5,1
5665,colly,4,1,4,1,4,1
5666,scups,5,1,4,1,4,1
5667,drail,5,1,5,1,5,1
5668,yacht,6,1,4,1,5,1
5669,aired,4,1,4,1,4,1
5670,leste,4,1,4,1,4,1
5671,peise,4,1,4,1,4,1
5672,bruce,4,1,4,1,5,1
5673,skyre,5,1,5,1,5,1
5674,ripen,3,1,4,1,4,1
5675,kopis,4,1,3,1,3,1
5676,colts,3,1,3,1,3,1
5677,aggry,5,1,4,1,5,1
5678,thram,4,1,4,1,4,1
5679,ganef,6,1,5,1,5,1
5680,chats,3,1,3,1,3,1
5681,sines,9,0,6,1,6,1
5682,ossia,3,1,4,1,3,1
5683,engin,4,1,4,1,4,1
5684,khair,5,1,4,1,4,1
5685,simia,4,1,4,1,4,1
5686,hafts,4,1,4,1,5,1
5687,zings,7,0,5,1,5,1
5688,ruing,4,1,4,1,4,1
5689,sosia,3,1,3,1,3,1
5690,avows,5,1,5,1,5,1
5691,atour,4,1,4,1,4,1
5692,booty,6,1,3,1,7,0
5693,woald,6,1,4,1,4,1
5694,pelon,4,1,3,1,3,1
5695,wersh,4,1,4,1,4,1
5696,chews,4,1,3,1,3,1
5697,axiom,4,1,5,1,5,1
5698,tyche,4,1,4,1,4,1
5699,warms,6,1,5,1,5,1
5700,tajik,6,1,4,1,4,1
5701,fiscs,4,1,4,1,4,1
5702,oohed,6,1,6,1,6,1
5703,males,10,0,7,0,7,0
5704,proof,4,1,4,1,4,1
5705,saugh,5,1,4,1,4,1
5706,mayed,7,0,4,1,4,1
5707,swosh,4,1,4,1,4,1
5708,noose,3,1,4,1,4,1
5709,fonly,4,1,4,1,4,1
5710,cameo,3,1,3,1,3,1
5711,arose,3,1,4,1,4,1
5712,scams,6,1,3,1,3,1
5713,whorl,4,1,4,1,4,1
5714,speer,4,1,4,1,4,1
5715,gager,8,0,8,0,8,0
5716,jason,3,1,4,1,4,1
5717,feyer,4,1,4,1,6,1
5718,hamza,5,1,4,1,4,1
5719,empty,4,1,5,1,4,1
5720,gawks,7,0,4,1,4,1
5721,usurp,5,1,5,1,5,1
5722,snits,4,1,5,1,5,1
5723,isiac,5,1,3,1,3,1
5724,burse,3,1,4,1,5,1
5725,fonds,7,0,6,1,6,1
5726,vista,4,1,3,1,4,1
5727,hullo,4,1,4,1,4,1
5728,iberi,5,1,4,1,4,1
5729,linum,5,1,4,1,4,1
5730,aswim,4,1,4,1,4,1
5731,wheki,5,1,4,1,4,1
5732,harns,7,0,6,1,6,1
5733,yangs,10,0,4,1,4,1
5734,modif,4,1,5,1,5,1
5735,iortn,3,1,3,1,3,1
5736,udish,4,1,5,1,5,1
5737,peaty,7,0,4,1,5,1
5738,abada,5,1,4,1,5,1
5739,burga,5,1,5,1,5,1
5740,glees,4,1,3,1,3,1
5741,chord,4,1,4,1,4,1
5742,likin,5,1,5,1,5,1
5743,swoun,4,1,3,1,4,1
5744,tromp,6,1,5,1,5,1
5745,abbas,5,1,6,1,6,1
5746,xoana,4,1,5,1,4,1
5747,mnium,5,1,5,1,5,1
5748,skimo,4,1,4,1,4,1
5749,venom,6,1,4,1,4,1
5750,loins,4,1,4,1,4,1
5751,linie,3,1,3,1,3,1
5752,heald,5,1,5,1,5,1
5753,botry,4,1,4,1,4,1
5754,cueva,4,1,4,1,4,1
5755,palis,3,1,4,1,4,1
5756,lesed,4,1,4,1,4,1
5757,isnad,4,1,4,1,4,1
5758,babus,6,1,6,1,6,1
5759,crank,5,1,4,1,4,1
5760,redds,5,1,4,1,4,1
5761,twain,3,1,3,1,3,1
5762,curse,3,1,3,1,3,1
5763,cauch,4,1,4,1,4,1
5764,uriah,5,1,5,1,5,1
5765,nehru,4,1,4,1,4,1
5766,barba,5,1,7,0,7,0
5767,atopy,6,1,4,1,4,1
5768,sazen,5,1,3,1,3,1
5769,talus,5,1,3,1,3,1
5770,bepat,5,1,4,1,5,1
5771,dorsi,3,1,3,1,3,1
5772,merel,3,1,4,1,4,1
5773,tonne,3,1,3,1,3,1
5774,recit,3,1,3,1,3,1
5775,embar,5,1,4,1,5,1
5776,kokam,5,1,5,1,5,1
5777,ilian,4,1,4,1,4,1
5778,vinea,4,1,3,1,3,1
5779,shide,3,1,6,1,6,1
5780,jalop,5,1,4,1,4,1
5781,kokio,4,1,4,1,4,1
5782,tuque,5,1,4,1,4,1
5783,mirth,5,1,4,1,4,1
5784,queen,5,1,4,1,4,1
5785,horol,4,1,4,1,4,1
5786,pibal,7,0,5,1,5,1
5787,kenno,4,1,4,1,4,1
5788,chaws,6,1,4,1,4,1
5789,wekas,4,1,4,1,4,1
5790,silva,5,1,3,1,3,1
5791,yucca,4,1,4,1,4,1
5792,mopey,4,1,4,1,4,1
5793,ringe,4,1,4,1,4,1
5794,began,3,1,3,1,3,1
5795,karoo,4,1,5,1,4,1
5796,spiny,6,1,4,1,4,1
5797,bezel,6,1,4,1,4,1
5798,abohm,4,1,5,1,5,1
5799,gears,4,1,8,0,8,0
5800,demit,4,1,5,1,6,1
5801,spate,4,1,5,1,5,1
5802,susso,4,1,4,1,4,1
5803,folly,11,0,4,1,4,1
5804,ostic,3,1,4,1,4,1
5805,tardo,3,1,4,1,4,1
5806,loges,7,0,8,0,8,0
5807,pisco,4,1,3,1,3,1
5808,ogled,4,1,3,1,3,1
5809,epode,5,1,5,1,5,1
5810,daffy,7,0,5,1,5,1
5811,arche,5,1,4,1,4,1
5812,grief,6,1,5,1,5,1
5813,diary,4,1,5,1,5,1
5814,butts,6,1,5,1,3,1
5815,fraps,4,1,4,1,4,1
5816,sacks,4,1,6,1,6,1
5817,norit,3,1,3,1,3,1
5818,gujar,5,1,5,1,5,1
5819,arkie,3,1,4,1,4,1
5820,atelo,4,1,4,1,4,1
5821,stegh,6,1,5,1,5,1
5822,adobe,7,0,4,1,4,1
5823,humpy,4,1,6,1,6,1
5824,foody,7,0,7,0,7,0
5825,napal,3,1,5,1,5,1
5826,felix,5,1,4,1,4,1
5827,bulbs,4,1,5,1,5,1
5828,nydia,4,1,4,1,4,1
5829,magot,5,1,3,1,3,1
5830,awave,4,1,5,1,5,1
5831,gates,5,1,8,0,8,0
5832,barse,5,1,8,0,8,0
5833,ontic,3,1,3,1,3,1
5834,twist,4,1,4,1,4,1
5835,dhabb,3,1,4,1,4,1
5836,slent,3,1,3,1,3,1
5837,bangs,5,1,10,0,10,0
5838,orpit,5,1,3,1,3,1
5839,appay,5,1,4,1,5,1
5840,lacto,3,1,3,1,3,1
5841,fecal,4,1,4,1,4,1
5842,oaken,3,1,3,1,3,1
5843,culms,3,1,3,1,3,1
5844,dikes,5,1,9,0,9,0
5845,bouts,4,1,4,1,5,1
5846,witch,8,0,3,1,3,1
5847,yapon,6,1,4,1,4,1
5848,wisht,5,1,4,1,4,1
5849,ungod,4,1,4,1,4,1
5850,piles,5,1,4,1,4,1
5851,cases,3,1,4,1,4,1
5852,unpin,5,1,4,1,4,1
5853,wurst,6,1,4,1,4,1
5854,byres,7,0,7,0,7,0
5855,linne,5,1,4,1,4,1
5856,dompt,4,1,4,1,4,1
5857,jarra,5,1,5,1,5,1
5858,melas,4,1,3,1,3,1
5859,bacca,5,1,4,1,4,1
5860,cocky,8,0,6,1,6,1
5861,zeiss,4,1,4,1,4,1
5862,elaps,4,1,4,1,4,1
5863,viver,8,0,7,0,7,0
5864,aknee,4,1,5,1,5,1
5865,pohna,4,1,6,1,6,1
5866,salet,3,1,3,1,3,1
5867,skyed,4,1,4,1,4,1
5868,viand,5,1,4,1,4,1
5869,rabat,5,1,5,1,5,1
5870,balms,8,0,6,1,6,1
5871,sever,7,0,4,1,4,1
5872,doper,7,0,7,0,7,0
5873,medoc,4,1,4,1,4,1
5874,muley,4,1,5,1,5,1
5875,widdy,4,1,5,1,5,1
5876,aiery,5,1,4,1,4,1
5877,bumps,5,1,4,1,4,1
5878,cigar,4,1,4,1,4,1
5879,gyges,6,1,6,1,6,1
5880,cycle,4,1,4,1,4,1
5881,bolly,8,0,12,0,12,0
5882,rishi,4,1,4,1,4,1
5883,swing,4,1,4,1,5,1
5884,toise,3,1,3,1,3,1
5885,fairm,4,1,4,1,4,1
5886,frapp,5,1,5,1,5,1
5887,toged,6,1,8,0,8,0
5888,uniat,4,1,4,1,4,1
5889,paced,5,1,3,1,3,1
5890,serut,4,1,4,1,4,1
5891,ululu,4,1,4,1,4,1
5892,penis,3,1,3,1,3,1
5893,berry,9,0,4,1,5,1
5894,saucy,4,1,3,1,3,1
5895,bassa,6,1,6,1,4,1
5896,twire,3,1,4,1,4,1
5897,halms,4,1,5,1,5,1
5898,irreg,5,1,4,1,4,1
5899,scoon,3,1,4,1,3,1
5900,twirl,4,1,3,1,4,1
5901,chica,3,1,3,1,3,1
5902,trues,4,1,3,1,3,1
5903,abyes,5,1,5,1,5,1
5904,nepit,5,1,3,1,3,1
5905,bonze,4,1,4,1,4,1
5906,pokom,5,1,5,1,5,1
5907,brain,4,1,5,1,5,1
5908,totty,7,0,3,1,3,1
5909,whatd,4,1,4,1,4,1
5910,divus,5,1,5,1,5,1
5911,fifes,7,0,7,0,7,0
5912,wilco,3,1,3,1,3,1
5913,glade,5,1,6,1,6,1
5914,bonav,7,0,7,0,7,0
5915,drona,5,1,3,1,3,1
5916,varas,3,1,6,1,6,1
5917,mohwa,6,1,5,1,5,1
5918,orgic,3,1,3,1,3,1
5919,reges,6,1,4,1,4,1
5920,const,3,1,3,1,3,1
5921,scouk,5,1,4,1,4,1
5922,winze,6,1,5,1,5,1
5923,champ,5,1,4,1,4,1
5924,donia,3,1,5,1,5,1
5925,scuff,4,1,4,1,4,1
5926,balow,4,1,4,1,4,1
5927,misly,5,1,4,1,4,1
5928,obole,5,1,4,1,3,1
5929,prate,8,0,4,1,4,1
5930,sheds,5,1,4,1,4,1
5931,flaxy,6,1,5,1,5,1
5932,banya,4,1,5,1,5,1
5933,fleta,5,1,4,1,4,1
5934,batea,6,1,4,1,4,1
5935,sereh,4,1,4,1,4,1
5936,flote,4,1,6,1,6,1
5937,katik,5,1,5,1,5,1
5938,irred,4,1,4,1,4,1
5939,pairs,6,1,5,1,5,1
5940,firth,8,0,6,1,6,1
5941,nards,4,1,4,1,4,1
5942,encia,4,1,4,1,4,1
5943,galla,4,1,7,0,7,0
5944,barid,4,1,4,1,4,1
5945,wheen,5,1,4,1,4,1
5946,bliss,5,1,5,1,5,1
5947,nevel,4,1,4,1,4,1
5948,chauk,5,1,5,1,5,1
5949,jacky,5,1,5,1,5,1
5950,jower,5,1,7,0,7,0
5951,gavot,5,1,4,1,4,1
5952,yacca,4,1,4,1,4,1
5953,annet,4,1,4,1,3,1
5954,marsi,5,1,5,1,5,1
5955,nagor,4,1,4,1,4,1
5956,layia,6,1,3,1,3,1
5957,heart,4,1,4,1,4,1
5958,abase,5,1,7,0,4,1
5959,slips,3,1,3,1,3,1
5960,bubba,5,1,7,0,4,1
5961,sykes,7,0,5,1,5,1
5962,hendy,7,0,7,0,7,0
5963,ashed,4,1,4,1,4,1
5964,skout,5,1,5,1,6,1
5965,overt,4,1,4,1,4,1
5966,swell,6,1,4,1,4,1
5967,sibbs,5,1,5,1,5,1
5968,rinks,5,1,4,1,4,1
5969,shush,4,1,4,1,4,1
5970,alish,3,1,5,1,5,1
5971,exode,4,1,5,1,4,1
5972,droit,3,1,4,1,4,1
5973,aalii,5,1,5,1,5,1
5974,glaze,7,0,4,1,4,1
5975,semis,7,0,3,1,4,1
5976,wrong,6,1,4,1,4,1
5977,topas,5,1,3,1,3,1
5978,coils,3,1,3,1,3,1
5979,dicht,5,1,6,1,6,1
5980,mushy,5,1,4,1,4,1
5981,panax,5,1,5,1,5,1
5982,apses,4,1,4,1,4,1
5983,cecal,4,1,4,1,4,1
5984,jirga,4,1,5,1,5,1
5985,sarsi,4,1,3,1,3,1
5986,kohen,6,1,5,1,5,1
5987,doled,7,0,4,1,4,1
5988,carny,3,1,3,1,3,1
5989,peppy,5,1,6,1,5,1
5990,towel,3,1,3,1,3,1
5991,klunk,4,1,4,1,4,1
5992,unwit,3,1,3,1,3,1
5993,yazoo,5,1,4,1,4,1
5994,skiwy,4,1,4,1,4,1
5995,moise,3,1,4,1,4,1
5996,blitz,5,1,4,1,5,1
5997,thous,4,1,4,1,4,1
5998,nabby,7,0,7,0,7,0
5999,baled,5,1,6,1,6,1
6000,moble,4,1,4,1,4,1
6001,arjun,4,1,5,1,5,1
6002,patta,4,1,6,1,4,1
6003,breek,4,1,5,1,5,1
6004,salsa,5,1,4,1,4,1
6005,avena,4,1,4,1,4,1
6006,fifie,6,1,5,1,5,1
6007,porno,4,1,3,1,3,1
6008,serin,3,1,3,1,3,1
6009,bliny,4,1,5,1,5,1
6010,cavel,3,1,3,1,3,1
6011,untax,5,1,4,1,4,1
6012,neese,5,1,4,1,4,1
6013,rates,3,1,3,1,3,1
6014,banks,9,0,7,0,7,0
6015,delta,4,1,4,1,4,1
6016,bibbs,7,0,6,1,6,1
6017,nitid,4,1,4,1,4,1
6018,blase,5,1,5,1,5,1
6019,burls,7,0,6,1,6,1
6020,tenet,5,1,5,1,5,1
6021,goofs,7,0,6,1,6,1
6022,sopor,4,1,4,1,4,1
6023,knezi,4,1,4,1,5,1
6024,falla,5,1,4,1,4,1
6025,pooly,6,1,4,1,4,1
6026,sorts,8,0,4,1,4,1
6027,druse,5,1,5,1,5,1
6028,henry,4,1,4,1,4,1
6029,maori,3,1,3,1,3,1
6030,greco,4,1,4,1,4,1
6031,facia,3,1,4,1,4,1
6032,metus,5,1,5,1,4,1
6033,sweat,5,1,4,1,4,1
6034,pomel,6,1,6,1,6,1
6035,teste,4,1,4,1,4,1
6036,salon,3,1,3,1,3,1
6037,preta,6,1,4,1,4,1
6038,yuchi,3,1,4,1,4,1
6039,recto,3,1,3,1,3,1
6040,vetch,5,1,4,1,4,1
6041,ayond,4,1,4,1,5,1
6042,raked,8,0,10,0,10,0
6043,purry,6,1,4,1,4,1
6044,sperm,4,1,4,1,4,1
6045,vakil,4,1,4,1,4,1
6046,segos,4,1,4,1,4,1
6047,sabir,4,1,4,1,4,1
6048,slily,4,1,5,1,3,1
6049,axoid,5,1,3,1,3,1
6050,mease,5,1,4,1,4,1
6051,links,3,1,5,1,5,1
6052,frust,3,1,4,1,4,1
6053,stomp,7,0,6,1,6,1
6054,vivda,6,1,4,1,4,1
6055,sight,4,1,4,1,4,1
6056,chelp,4,1,4,1,4,1
6057,dsect,4,1,4,1,4,1
6058,pirol,3,1,3,1,3,1
6059,rayah,5,1,4,1,4,1
6060,meile,5,1,4,1,4,1
6061,bedot,4,1,4,1,4,1
6062,tikes,3,1,4,1,4,1
6063,baste,5,1,6,1,6,1
6064,stogy,6,1,6,1,6,1
6065,robes,7,0,7,0,7,0
6066,rocta,3,1,3,1,3,1
6067,roles,3,1,3,1,3,1
6068,limma,5,1,4,1,4,1
6069,stoep,4,1,3,1,4,1
6070,bites,3,1,8,0,8,0
6071,darby,5,1,4,1,4,1
6072,gaist,4,1,6,1,6,1
6073,boots,5,1,7,0,7,0
6074,glean,4,1,3,1,4,1
6075,cheth,4,1,4,1,4,1
6076,wests,4,1,5,1,5,1
6077,quack,3,1,4,1,4,1
6078,zamia,5,1,4,1,4,1
6079,lutra,3,1,4,1,4,1
6080,aloof,4,1,4,1,5,1
6081,sires,4,1,5,1,5,1
6082,simas,6,1,4,1,4,1
6083,washy,6,1,4,1,4,1
6084,khoja,5,1,5,1,5,1
6085,peans,3,1,6,1,6,1
6086,loved,5,1,3,1,3,1
6087,crest,3,1,3,1,3,1
6088,buran,4,1,6,1,6,1
6089,amper,3,1,5,1,5,1
6090,menow,5,1,5,1,5,1
6091,conic,3,1,3,1,3,1
6092,flint,5,1,4,1,4,1
6093,tinea,3,1,3,1,3,1
6094,radii,4,1,5,1,5,1
6095,saura,4,1,4,1,4,1
6096,mucus,5,1,3,1,3,1
6097,waits,3,1,3,1,3,1
6098,choko,4,1,4,1,4,1
6099,prone,3,1,4,1,4,1
6100,puddy,6,1,5,1,4,1
6101,piner,7,0,6,1,6,1
6102,fryer,7,0,5,1,6,1
6103,noisy,3,1,3,1,3,1
6104,saify,4,1,5,1,5,1
6105,gushy,7,0,5,1,5,1
6106,mabel,6,1,3,1,5,1
6107,miked,8,0,5,1,5,1
6108,sacae,3,1,4,1,4,1
6109,coyly,5,1,4,1,4,1
6110,kings,5,1,5,1,5,1
6111,spilt,4,1,4,1,4,1
6112,brown,4,1,4,1,4,1
6113,alkin,6,1,5,1,5,1
6114,coart,3,1,3,1,3,1
6115,grits,5,1,4,1,4,1
6116,wasts,5,1,4,1,4,1
6117,upper,8,0,5,1,4,1
6118,yakan,6,1,5,1,5,1
6119,croyl,4,1,3,1,4,1
6120,candy,5,1,5,1,5,1
6121,kiddy,7,0,6,1,6,1
6122,cyber,4,1,4,1,4,1
6123,rewin,5,1,3,1,3,1
6124,ronin,3,1,3,1,3,1
6125,hillo,5,1,4,1,4,1
6126,fidos,4,1,3,1,3,1
6127,sputa,4,1,4,1,4,1
6128,feste,6,1,6,1,6,1
6129,shogi,6,1,4,1,4,1
6130,lutao,4,1,4,1,4,1
6131,clear,4,1,3,1,3,1
6132,blore,3,1,4,1,4,1
6133,lygus,4,1,4,1,4,1
6134,spank,4,1,5,1,5,1
6135,linos,3,1,4,1,4,1
6136,unlet,3,1,3,1,3,1
6137,edwin,4,1,5,1,5,1
6138,bibio,4,1,5,1,5,1
6139,sabby,7,0,7,0,7,0
6140,reune,4,1,3,1,4,1
6141,untie,4,1,4,1,4,1
6142,babas,7,0,8,0,8,0
6143,yucch,4,1,4,1,3,1
6144,oddly,5,1,4,1,4,1
6145,lanum,5,1,4,1,4,1
6146,siroc,3,1,3,1,3,1
6147,agria,6,1,4,1,3,1
6148,ladin,3,1,6,1,6,1
6149,trudy,7,0,5,1,5,1
6150,annum,4,1,4,1,4,1
6151,julus,6,1,6,1,6,1
6152,serif,3,1,3,1,3,1
6153,sugis,4,1,4,1,4,1
6154,maced,5,1,4,1,4,1
6155,fatty,4,1,5,1,6,1
6156,gemma,4,1,4,1,4,1
6157,whizz,5,1,5,1,4,1
6158,probe,8,0,3,1,6,1
6159,risus,5,1,4,1,4,1
6160,hexed,5,1,5,1,5,1
6161,bumfs,4,1,3,1,3,1
6162,airth,3,1,3,1,3,1
6163,lamda,4,1,4,1,4,1
6164,filth,3,1,4,1,4,1
6165,leers,4,1,4,1,4,1
6166,sedat,4,1,4,1,4,1
6167,dungy,5,1,4,1,6,1
6168,graph,6,1,5,1,6,1
6169,unurn,3,1,3,1,3,1
6170,giron,5,1,4,1,4,1
6171,aghan,4,1,4,1,4,1
6172,bossy,5,1,7,0,7,0
6173,codes,8,0,10,0,10,0
6174,saraf,5,1,6,1,5,1
6175,solos,7,0,5,1,5,1
6176,unsay,5,1,4,1,5,1
6177,fique,5,1,5,1,5,1
6178,outre,4,1,4,1,4,1
6179,joual,6,1,6,1,6,1
6180,motes,5,1,4,1,4,1
6181,crwth,4,1,3,1,3,1
6182,scian,3,1,3,1,3,1
6183,frore,6,1,7,0,4,1
6184,ureic,4,1,3,1,3,1
6185,chook,4,1,3,1,3,1
6186,verby,7,0,4,1,4,1
6187,panel,3,1,4,1,4,1
6188,allah,5,1,5,1,5,1
6189,eidos,3,1,3,1,3,1
6190,snyed,4,1,4,1,4,1
6191,plato,4,1,4,1,4,1
6192,touse,3,1,3,1,3,1
6193,ccoya,4,1,3,1,3,1
6194,domer,5,1,4,1,4,1
6195,aruke,5,1,5,1,4,1
6196,phano,4,1,4,1,4,1
6197,jammy,7,0,5,1,5,1
6198,seeks,4,1,6,1,6,1
6199,fauld,6,1,5,1,5,1
6200,agamy,5,1,5,1,4,1
6201,nurry,3,1,3,1,3,1
6202,serio,3,1,3,1,3,1
6203,idion,4,1,5,1,5,1
6204,serum,5,1,4,1,4,1
6205,patsy,4,1,4,1,4,1
6206,cindy,5,1,4,1,4,1
6207,unshy,4,1,4,1,4,1
6208,saber,6,1,9,0,9,0
6209,crash,3,1,3,1,3,1
6210,osmin,4,1,4,1,4,1
6211,cavus,5,1,4,1,4,1
6212,pondo,7,0,4,1,4,1
6213,erava,4,1,5,1,4,1
6214,unkey,4,1,5,1,5,1
6215,drunk,4,1,4,1,4,1
6216,luteo,3,1,3,1,3,1
6217,chaos,3,1,3,1,3,1
6218,lowly,7,0,4,1,4,1
6219,avery,5,1,4,1,5,1
6220,leaky,7,0,5,1,5,1
6221,scall,8,0,5,1,3,1
6222,conns,4,1,4,1,3,1
6223,duret,4,1,4,1,4,1
6224,lindo,3,1,4,1,4,1
6225,choel,3,1,3,1,3,1
6226,arius,5,1,4,1,4,1
6227,ellan,3,1,3,1,3,1
6228,regie,5,1,4,1,4,1
6229,blist,5,1,5,1,5,1
6230,today,5,1,4,1,4,1
6231,byron,4,1,5,1,5,1
6232,plums,4,1,4,1,4,1
6233,scrog,4,1,5,1,5,1
6234,binge,6,1,7,0,8,0
6235,dramm,4,1,5,1,5,1
6236,gleek,5,1,4,1,4,1
6237,tenez,4,1,4,1,4,1
6238,styli,5,1,4,1,4,1
6239,zizia,4,1,4,1,4,1
6240,aught,4,1,4,1,4,1
6241,blame,5,1,5,1,5,1
6242,urubu,5,1,4,1,4,1
6243,boats,4,1,4,1,4,1
6244,fends,6,1,4,1,9,0
6245,ponos,4,1,4,1,4,1
6246,sagai,5,1,4,1,4,1
6247,keleh,5,1,5,1,5,1
6248,vomit,4,1,3,1,3,1
6249,troic,3,1,3,1,3,1
6250,alois,3,1,3,1,3,1
6251,equip,4,1,5,1,5,1
6252,lobby,6,1,6,1,6,1
6253,gazes,7,0,4,1,4,1
6254,fichu,4,1,5,1,5,1
6255,cheek,5,1,5,1,5,1
6256,duhat,4,1,5,1,5,1
6257,crena,3,1,3,1,3,1
6258,munia,5,1,4,1,4,1
6259,realm,4,1,4,1,4,1
6260,tholi,4,1,3,1,3,1
6261,vinas,5,1,4,1,4,1
6262,throu,4,1,4,1,4,1
6263,canun,4,1,4,1,4,1
6264,amigo,5,1,4,1,4,1
6265,cynic,3,1,3,1,3,1
6266,mains,5,1,7,0,7,0
6267,haafs,4,1,5,1,5,1
6268,lache,4,1,4,1,4,1
6269,furls,3,1,5,1,5,1
6270,sinky,4,1,4,1,4,1
6271,mired,6,1,5,1,5,1
6272,casel,3,1,3,1,3,1
6273,saple,4,1,3,1,3,1
6274,culla,3,1,4,1,4,1
6275,sophy,4,1,5,1,5,1
6276,venus,4,1,3,1,5,1
6277,hansa,5,1,5,1,5,1
6278,agust,5,1,4,1,4,1
6279,easts,3,1,4,1,4,1
6280,snift,4,1,4,1,4,1
6281,rufus,5,1,4,1,4,1
6282,sycon,3,1,3,1,4,1
6283,super,4,1,4,1,4,1
6284,lings,3,1,6,1,6,1
6285,papaw,5,1,6,1,6,1
6286,volte,3,1,3,1,3,1
6287,sepoy,4,1,4,1,4,1
6288,nebel,6,1,5,1,5,1
6289,frank,7,0,5,1,6,1
6290,dooms,4,1,5,1,5,1
6291,japed,9,0,8,0,8,0
6292,onlap,3,1,4,1,4,1
6293,huger,5,1,5,1,6,1
6294,jowed,7,0,7,0,7,0
6295,codon,3,1,4,1,4,1
6296,furzy,3,1,5,1,5,1
6297,mower,5,1,4,1,4,1
6298,weren,5,1,3,1,3,1
6299,poret,3,1,3,1,3,1
6300,tomia,3,1,4,1,4,1
6301,desto,4,1,4,1,4,1
6302,terek,4,1,5,1,5,1
6303,zesty,6,1,4,1,4,1
6304,pombe,5,1,4,1,4,1
6305,reaks,4,1,6,1,6,1
6306,hissy,6,1,5,1,6,1
6307,tummy,4,1,4,1,4,1
6308,cleft,3,1,4,1,4,1
6309,podgy,6,1,5,1,6,1
6310,papas,5,1,6,1,6,1
6311,lexis,6,1,4,1,4,1
6312,gutsy,4,1,4,1,4,1
6313,fundi,5,1,5,1,5,1
6314,agoho,3,1,4,1,4,1
6315,twint,5,1,4,1,4,1
6316,fifty,6,1,5,1,4,1
6317,ronga,4,1,4,1,4,1
6318,urena,6,1,4,1,4,1
6319,chubb,5,1,4,1,4,1
6320,eloah,4,1,4,1,4,1
6321,strom,4,1,6,1,6,1
6322,idyls,4,1,5,1,5,1
6323,clued,3,1,4,1,4,1
6324,aimer,4,1,4,1,4,1
6325,huffs,5,1,5,1,5,1
6326,coyan,3,1,3,1,3,1
6327,wiyat,6,1,4,1,5,1
6328,doily,3,1,4,1,4,1
6329,shice,5,1,5,1,5,1
6330,hawed,9,0,7,0,7,0
6331,stums,3,1,4,1,5,1
6332,doyen,6,1,3,1,3,1
6333,bathe,3,1,4,1,4,1
6334,beers,9,0,8,0,8,0
6335,chias,3,1,3,1,3,1
6336,lento,3,1,4,1,4,1
6337,sucre,5,1,3,1,4,1
6338,slubs,3,1,5,1,5,1
6339,girth,6,1,5,1,5,1
6340,ennew,3,1,4,1,4,1
6341,alnus,4,1,3,1,3,1
6342,algal,5,1,5,1,4,1
6343,beton,3,1,4,1,4,1
6344,tawny,5,1,4,1,4,1
6345,rasty,4,1,4,1,4,1
6346,denay,5,1,5,1,5,1
6347,haole,3,1,4,1,4,1
6348,kayak,4,1,5,1,5,1
6349,furyl,4,1,4,1,4,1
6350,reify,4,1,4,1,4,1
6351,namer,4,1,3,1,3,1
6352,yeara,6,1,4,1,4,1
6353,moles,10,0,6,1,6,1
6354,perky,4,1,4,1,4,1
6355,decke,4,1,4,1,4,1
6356,zocco,5,1,4,1,4,1
6357,psend,5,1,4,1,4,1
6358,autos,4,1,4,1,4,1
6359,fugue,4,1,4,1,4,1
6360,jemmy,7,0,6,1,6,1
6361,gazel,7,0,6,1,5,1
6362,erbia,4,1,4,1,4,1
6363,nomap,6,1,5,1,5,1
6364,debar,4,1,4,1,5,1
6365,balti,3,1,3,1,3,1
6366,moqui,3,1,3,1,3,1
6367,lofts,5,1,5,1,5,1
6368,acrux,4,1,4,1,4,1
6369,amply,5,1,5,1,5,1
6370,inrub,4,1,4,1,4,1
6371,dwale,5,1,5,1,5,1
6372,pills,12,0,9,0,9,0
